"chain","model","parameter","z"
2,"allmonuments_nozero","scaling[12]",2.55628636601612
2,"allmonuments_nozero","scaling[13]",2.23522538501604
2,"allmonuments_nozero","scaling[14]",2.36672713534901
2,"allmonuments_nozero","scaling[15]",2.5339330588051
2,"allmonuments_nozero","scaling[16]",2.16472845998087
2,"allmonuments_nozero","scaling[17]",2.42294957291981
2,"allmonuments_nozero","scaling[18]",2.25217611847164
2,"allmonuments_nozero","scaling[19]",2.11688805123474
2,"allmonuments_nozero","scaling[20]",2.1370005580707
2,"allmonuments_nozero","scaling[21]",2.30187740050412
2,"allmonuments_nozero","scaling[22]",2.05064905901102
2,"allmonuments_nozero","scaling[23]",2.54620323160405
2,"allmonuments_nozero","scaling[24]",2.41166033634091
2,"allmonuments_nozero","scaling[25]",2.16885453271758
2,"allmonuments_nozero","scaling[26]",2.38914378433212
2,"allmonuments_nozero","scaling[27]",2.33291153335864
2,"allmonuments_nozero","scaling[28]",1.97954743508946
2,"allmonuments_nozero","scaling[29]",2.53658758800778
2,"allmonuments_nozero","scaling[30]",2.41428130004268
2,"allmonuments_nozero","scaling[31]",2.23915033377876
2,"allmonuments_nozero","scaling[32]",2.73854577420279
2,"allmonuments_nozero","scaling[33]",2.11779837965088
2,"allmonuments_nozero","scaling[34]",2.14407262058759
2,"allmonuments_nozero","scaling[35]",2.26852031533416
2,"allmonuments_nozero","scaling[36]",2.79574343941573
2,"allmonuments_nozero","scaling[37]",2.59921329811639
2,"allmonuments_nozero","scaling[38]",2.41148460952152
2,"allmonuments_nozero","scaling[39]",2.62279295026667
2,"allmonuments_nozero","scaling[40]",2.28481105395141
2,"allmonuments_nozero","scaling[41]",2.81060020714033
2,"allmonuments_nozero","scaling[42]",1.96862107159229
2,"allmonuments_nozero","scaling[43]",2.40448406144317
2,"allmonuments_nozero","scaling[44]",2.4630695547355
2,"allmonuments_nozero","scaling[45]",2.29508727253188
2,"allmonuments_nozero","scaling[46]",2.2647709895339
2,"allmonuments_nozero","scaling[47]",1.8977035121418
2,"allmonuments_nozero","scaling[48]",2.26421959809134
2,"allmonuments_nozero","scaling[49]",2.10741847654308
2,"allmonuments_nozero","scaling[50]",2.46418301831977
2,"allmonuments_nozero","scaling[51]",2.30798874739328
2,"allmonuments_nozero","scaling0",2.41690127012674
2,"allmonuments_nozero","sd0",-0.2070189975126
2,"allmonuments_nozero","sd1",-0.0527316179728437
2,"allmonuments_nozero","sigma_pop",-1.25032431700135
2,"allmonuments_nozero","size",-0.571595826956166
3,"allmonuments_nozero","b0",1.29461128222789
3,"allmonuments_nozero","b1",-1.51264292246027
3,"allmonuments_nozero","intercept[1]",-1.21626322065442
3,"allmonuments_nozero","intercept[2]",-3.09204647757184
3,"allmonuments_nozero","intercept[3]",-1.39898310340293
3,"allmonuments_nozero","intercept[4]",-1.29923399156515
3,"allmonuments_nozero","intercept[5]",-1.71873327306591
3,"allmonuments_nozero","intercept[6]",-1.16919207380382
3,"allmonuments_nozero","intercept[7]",-1.22024791681248
3,"allmonuments_nozero","intercept[8]",-1.30383500672021
3,"allmonuments_nozero","intercept[9]",-1.85535928646148
3,"allmonuments_nozero","intercept[10]",-2.1556340459699
3,"allmonuments_nozero","intercept[11]",-1.62943817940767
